gene_id	Phe-2B-Rep1_L1	Phe-2B-Rep1_L2	Phe-2B-Rep1_L3	Phe-2M-Rep1_L1	Phe-2M-Rep1_L2	Phe-2M-Rep1_L3	Phe-4B-Rep1_L1	Phe-4B-Rep1_L2	Phe-4B-Rep1_L3	Phe-4M-Rep1_L1	Phe-4M-Rep1_L2	Phe-4M-Rep1_L3
PH02Gene25358	88	239	145	306	168	145	154	111	121	228	69	140
PH02Gene25359	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25360	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25361	376	1074	482	792	487	344	662	487	529	786	357	429
PH02Gene25362	572	1539	792	1103	602	436	337	312	327	277	98	147
PH02Gene25363	128	463	236	356	189	146	309	170	244	359	152	183
PH02Gene25364	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25365	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25366	0	0	0	0	0	0	0	0	0	0	2	0
PH02Gene25367	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25368	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25369	7	27	19	28	19	14	10	3	9	0	0	0
PH02Gene25370	212685	574232	287026	395502	211926	168803	142407	103417	127087	99636	44568	57162
PH02Gene25371	3	8	7	13	7	22	17	10	20	13	5	5
PH02Gene25372	8738	23152	11536	13880	7097	5877	8397	6209	7164	5084	2163	2767
PH02Gene25373	9	21	7	22	15	10	15	7	16	29	20	30
PH02Gene25374	47	111	71	80	58	38	40	25	39	15	8	7
PH02Gene25375	17	90	39	74	43	23	105	87	95	23	8	21
PH02Gene25376	13	29	19	22	15	20	9	6	12	29	15	12
PH02Gene25377	211	652	349	539	250	221	239	176	197	393	216	235
PH02Gene25378	763	2042	1026	2002	1053	834	1519	1104	1344	2525	1115	1505
PH02Gene25379	0	2	0	2	2	1	0	0	0	6	0	0
PH02Gene25380	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25381	55	184	74	219	132	81	134	99	114	144	70	83
PH02Gene25382	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25383	0	0	0	0	0	0	1	1	1	0	0	0
PH02Gene25384	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25385	16	66	35	43	26	11	65	44	53	74	20	48
PH02Gene25386	1632	4379	2218	3160	1747	1341	1369	1009	1276	269	101	149
PH02Gene25387	1	0	2	3	0	0	0	0	2	4	2	0
PH02Gene25388	44	109	70	93	50	38	44	25	44	18	5	16
PH02Gene25389	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25390	51	172	97	165	74	61	155	113	142	214	93	122
PH02Gene25391	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25392	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25393	0	0	0	1	0	0	7	0	3	3	0	0
PH02Gene25394	245	613	307	580	346	226	478	338	450	646	251	308
PH02Gene25395	646	1803	900	1235	667	569	695	529	656	457	184	280
PH02Gene25396	809	2453	1185	1923	1061	822	1194	841	1089	1201	518	632
PH02Gene25397	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25398	856	2340	1164	2335	1207	1046	2117	1618	1949	6731	3104	3799
PH02Gene25399	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25400	16	61	31	60	17	19	81	39	47	287	119	142
PH02Gene25401	206	473	245	712	427	344	1693	1222	1483	3620	1583	2059
PH02Gene25402	3	14	2	6	3	6	25	17	41	205	93	136
PH02Gene25403	55	133	67	97	72	37	66	33	61	87	31	52
PH02Gene25404	6	28	12	20	5	10	10	3	8	7	4	7
PH02Gene25405	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25406	113	370	173	245	132	111	172	119	177	148	72	74
PH02Gene25407	17	57	26	18	21	12	15	15	15	5	2	3
PH02Gene25408	564	1395	761	1244	679	578	885	677	679	1009	456	547
PH02Gene25409	0	1	1	0	0	0	2	0	0	0	0	0
PH02Gene25410	0	2	1	0	0	0	0	0	0	0	0	2
PH02Gene25411	3	8	8	9	3	1	2	1	1	6	4	2
PH02Gene25412	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25413	9	15	17	35	14	14	10	8	3	15	7	7
PH02Gene25414	26	81	36	67	40	29	38	21	26	85	42	54
PH02Gene25415	5	21	4	5	6	2	0	0	1	0	0	0
PH02Gene25416	9	44	16	33	6	8	12	8	13	6	3	5
PH02Gene25417	8	29	9	27	9	8	32	19	30	60	16	34
PH02Gene25418	4	11	6	9	1	3	6	5	7	0	2	0
PH02Gene25419	87	214	115	168	87	69	68	48	66	41	17	34
PH02Gene25420	0	0	0	0	0	0	0	0	0	1	1	1
PH02Gene25421	11	42	20	26	14	14	24	14	10	0	0	1
PH02Gene25422	22	58	24	48	16	18	28	16	23	6	3	6
PH02Gene25423	0	0	0	0	0	0	0	0	2	0	0	0
PH02Gene25424	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25425	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25426	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25427	13	57	22	39	25	24	27	23	34	16	6	9
PH02Gene25428	75	258	115	256	113	91	87	58	105	354	127	198
PH02Gene25429	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25430	142	325	154	339	230	136	137	103	105	99	46	62
PH02Gene25431	94	268	121	457	196	152	226	166	204	329	114	156
PH02Gene25432	0	0	0	5	0	0	1	2	1	33	24	13
PH02Gene25433	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25434	68	172	104	111	73	58	116	101	147	226	98	113
PH02Gene25435	2	2	1	1	5	0	13	10	10	9	8	4
PH02Gene25436	291	749	406	686	372	284	696	469	696	1120	497	690
PH02Gene25437	813	2107	993	1479	818	595	1074	724	807	498	170	246
PH02Gene25438	39	74	48	73	33	33	29	22	29	49	9	21
PH02Gene25439	60	133	76	120	71	60	81	62	96	128	48	84
PH02Gene25440	318	875	402	799	461	334	946	636	849	1846	782	1025
PH02Gene25441	133	336	174	343	196	137	186	119	155	218	110	135
PH02Gene25442	103	343	172	282	169	125	198	109	179	281	145	161
PH02Gene25443	413	1173	550	1221	625	529	1562	1046	1245	1051	463	585
PH02Gene25444	698	1794	968	1430	759	611	895	612	801	815	368	459
PH02Gene25445	91	250	122	159	93	61	139	103	120	162	52	85
PH02Gene25446	2281	6035	2978	4807	2675	2119	3806	2861	3468	4886	2203	2810
PH02Gene25447	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25448	231	551	308	501	277	253	266	191	243	411	166	190
PH02Gene25449	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25450	324	1026	491	797	449	381	1113	806	1001	2099	874	1144
PH02Gene25451	154	413	220	215	118	92	177	98	145	64	36	37
PH02Gene25452	158	405	179	401	199	135	200	163	168	301	131	152
PH02Gene25453	7	4	1	2	1	1	0	1	0	0	1	0
PH02Gene25454	171	512	248	694	330	292	707	580	640	2517	1200	1472
PH02Gene25455	1	8	0	10	4	4	8	6	9	6	3	7
PH02Gene25456	256	702	343	532	263	224	237	165	215	142	55	77
PH02Gene25457	124	317	157	246	132	95	124	101	122	410	174	212
PH02Gene25459	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25460	1	0	1	0	0	0	0	0	0	0	0	0
PH02Gene25461	0	0	0	2	0	0	0	0	0	0	0	0
PH02Gene25462	0	0	0	2	1	1	0	3	2	2	3	6
PH02Gene25463	0	0	0	1	0	0	0	0	0	0	0	0
PH02Gene25464	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25465	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25466	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25467	1400	3689	1821	3630	1959	1580	3687	2669	3190	4344	2075	2491
PH02Gene25470	1	0	1	1	1	1	0	1	0	1	1	0
PH02Gene25471	31	122	43	84	43	42	58	34	55	42	17	22
PH02Gene25472	0	0	0	0	0	0	0	0	1	0	0	0
PH02Gene25473	1	3	0	6	2	1	2	1	1	2	0	0
PH02Gene25474	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25475	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25477	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25478	7	11	7	14	9	9	6	6	5	21	7	14
PH02Gene25479	95	238	114	176	83	80	159	94	132	225	80	137
PH02Gene25480	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25481	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25482	492	1243	579	1650	846	672	742	542	692	1888	837	1009
PH02Gene25483	90	231	105	135	98	68	38	21	38	37	13	18
PH02Gene25484	0	0	0	0	0	0	2	0	0	14	3	2
PH02Gene25485	0	4	1	1	0	0	4	5	14	0	0	0
PH02Gene25486	50	166	86	185	76	65	84	60	85	203	77	105
PH02Gene25487	178	499	248	544	305	224	315	240	301	424	182	246
PH02Gene25488	205	591	282	774	440	333	968	661	817	628	235	319
PH02Gene25489	38	122	57	75	54	23	110	70	92	128	44	69
PH02Gene25490	0	5	2	2	1	2	6	1	7	17	3	3
PH02Gene25491	190	461	256	534	271	224	664	461	557	1343	544	759
PH02Gene25492	92	272	126	217	112	79	266	198	263	222	82	111
PH02Gene25493	180	511	231	231	141	94	71	38	66	0	0	0
PH02Gene25494	280	793	388	846	446	383	1969	1538	1729	15007	6509	8404
PH02Gene25495	52	82	61	94	55	43	86	60	77	74	40	54
PH02Gene25496	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25497	479	1244	660	1338	652	553	763	610	712	1199	518	638
PH02Gene25498	0	2	3	4	0	1	2	2	3	2	1	3
PH02Gene25499	29	67	31	71	55	35	39	14	34	54	21	41
PH02Gene25500	3251	8659	4274	7008	3750	2934	3199	2460	3001	2376	1034	1412
PH02Gene25501	6	13	4	12	3	10	1	3	2	2	2	0
PH02Gene25502	0	3	0	2	0	0	2	1	0	3	0	1
PH02Gene25503	499	1316	675	1124	652	532	469	312	457	722	326	329
PH02Gene25504	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25505	28	88	33	75	32	35	19	12	21	31	9	5
PH02Gene25506	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25507	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25508	204	568	238	558	278	255	295	263	292	408	200	203
PH02Gene25509	339	791	386	736	422	310	613	451	524	897	355	419
PH02Gene25510	124	413	157	249	131	102	128	122	124	110	51	69
PH02Gene25511	3	9	6	10	4	1	5	2	0	2	2	3
PH02Gene25512	4	3	2	7	1	2	0	0	0	9	4	3
PH02Gene25514	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25515	0	0	1	0	0	0	0	0	2	0	0	0
PH02Gene25516	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25517	1	5	0	7	0	1	4	0	0	3	1	4
PH02Gene25518	0	0	0	8	2	2	1	0	0	0	0	0
PH02Gene25519	0	0	0	2	0	0	0	0	3	0	0	0
PH02Gene25520	0	0	0	0	0	0	0	0	1	2	1	0
PH02Gene25521	0	0	5	3	3	0	5	2	3	3	0	1
PH02Gene25522	0	0	0	3	0	1	3	0	0	0	0	0
PH02Gene25523	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25524	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25525	105	238	119	189	124	86	72	49	49	18	7	4
PH02Gene25526	0	0	0	0	0	0	0	0	1	0	0	0
PH02Gene25527	300	747	353	686	355	278	311	215	213	165	58	108
PH02Gene25528	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25529	11	48	17	62	25	20	29	32	30	31	17	25
PH02Gene25530	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25531	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25532	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25533	0	7	1	0	0	0	0	0	0	0	1	0
PH02Gene25534	0	1	0	0	0	0	0	0	0	0	0	0
PH02Gene25535	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25536	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25537	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25538	7	33	15	29	14	10	2	1	3	1	1	0
PH02Gene25539	97	260	156	188	77	72	122	77	111	135	51	72
PH02Gene25540	9	27	17	29	13	13	9	7	14	6	4	1
PH02Gene25541	90	228	127	146	96	74	282	168	229	292	112	154
PH02Gene25542	398	1000	494	985	557	421	891	579	723	987	423	579
PH02Gene25543	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25544	2	4	5	5	4	1	0	1	3	1	0	1
PH02Gene25545	59	182	89	149	64	69	46	44	42	84	33	49
PH02Gene25546	506	1283	622	1038	573	442	1027	699	881	1297	517	744
PH02Gene25547	34	106	55	67	61	36	38	34	36	31	9	21
PH02Gene25548	326	817	410	696	311	269	483	340	430	471	202	277
PH02Gene25549	7	14	10	31	9	10	34	29	20	24	5	9
PH02Gene25550	0	0	1	2	0	0	0	1	0	2	1	1
PH02Gene25551	85	222	107	195	89	95	138	66	94	234	102	114
PH02Gene25552	3684	9763	4839	7215	3768	3196	8093	5651	6985	12159	5336	6876
PH02Gene25553	145	414	197	278	126	116	232	162	198	241	93	131
PH02Gene25554	260	697	324	446	220	226	177	129	180	129	50	74
PH02Gene25555	66	138	63	118	53	36	83	73	82	99	38	65
PH02Gene25556	469	1209	613	981	572	432	669	459	711	866	342	487
PH02Gene25557	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25558	0	0	0	0	1	1	2	0	0	0	0	0
PH02Gene25559	74	200	89	129	96	56	91	67	91	135	48	67
PH02Gene25560	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25561	22	25	12	44	18	15	15	11	12	21	6	7
PH02Gene25562	143	385	207	302	148	135	227	183	202	232	113	147
PH02Gene25563	0	9	9	1	2	1	0	1	0	14	5	4
PH02Gene25564	0	10	0	1	1	1	4	1	4	5	0	8
PH02Gene25565	1427	3953	1976	3236	1780	1362	1636	1204	1428	1242	563	620
PH02Gene25566	67	160	90	129	84	53	56	33	42	72	28	38
PH02Gene25567	1	8	2	1	2	1	3	1	0	3	2	1
PH02Gene25568	1	0	0	0	1	2	3	0	3	77	38	56
PH02Gene25569	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25570	700	1941	962	1424	798	629	707	538	664	615	271	352
PH02Gene25571	16	35	20	34	15	8	39	48	44	143	59	85
PH02Gene25572	6	30	13	25	11	6	20	10	15	10	9	17
PH02Gene25573	30	54	35	51	28	14	58	44	42	52	26	32
PH02Gene25574	1	3	2	4	2	1	3	2	1	1	0	1
PH02Gene25575	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25576	0	0	0	0	0	0	0	0	0	22	10	10
PH02Gene25577	52	154	77	87	59	44	64	46	52	53	23	19
PH02Gene25578	18	95	45	50	30	19	31	19	22	31	18	12
PH02Gene25579	21	44	24	49	21	27	49	47	45	29	17	18
PH02Gene25580	69	222	92	231	108	93	126	79	101	184	89	90
PH02Gene25581	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25582	156	514	256	340	215	147	200	155	179	321	141	208
PH02Gene25583	2619	6914	3397	5945	3165	2575	3563	2468	3223	3945	1850	2266
PH02Gene25584	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25585	185	445	218	444	223	189	249	188	203	302	127	164
PH02Gene25586	377	1078	594	653	337	320	539	379	516	492	220	265
PH02Gene25587	17	37	12	65	26	33	6	2	4	51	22	26
PH02Gene25588	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25590	1	6	0	4	0	3	1	0	1	2	1	1
PH02Gene25591	2	3	3	6	0	1	0	0	0	2	2	2
PH02Gene25592	31	87	50	108	41	45	85	43	70	98	38	50
PH02Gene25593	0	0	0	0	0	0	0	0	0	1	1	3
PH02Gene25594	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25595	0	2	3	5	2	0	3	0	0	0	0	0
PH02Gene25596	87	189	67	137	61	62	122	100	115	123	52	65
PH02Gene25597	156	469	228	340	172	133	283	183	260	515	243	311
PH02Gene25598	408	1007	529	802	411	355	582	477	600	1029	476	617
PH02Gene25599	314	918	460	851	441	378	683	474	571	1203	584	727
PH02Gene25600	329	849	493	892	433	352	612	410	498	869	353	456
PH02Gene25601	7073	18894	9356	11545	5976	4699	7597	5524	6848	5677	2436	3187
PH02Gene25602	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25604	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25605	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25606	27	51	30	33	18	17	31	15	20	15	4	7
PH02Gene25607	56	128	78	160	74	53	100	55	82	98	46	56
PH02Gene25608	375	914	441	771	429	299	409	268	380	364	186	207
PH02Gene25609	1	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25610	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25611	1	2	0	0	0	0	0	0	0	0	0	0
PH02Gene25612	58	192	72	113	77	63	54	41	58	111	44	62
PH02Gene25613	1730	4721	2316	3044	1617	1318	2239	1589	2090	1710	695	894
PH02Gene25614	2	8	6	15	2	8	69	36	53	49	9	22
PH02Gene25615	1284	3545	1747	3433	1772	1464	1849	1255	1665	1831	690	972
PH02Gene25616	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25617	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25618	282	764	382	571	274	233	281	184	224	223	112	112
PH02Gene25619	0	0	0	2	0	0	0	0	0	0	0	0
PH02Gene25620	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25621	3551	9761	4916	6284	3250	2702	4361	3200	3854	3392	1536	1992
PH02Gene25622	78	253	108	190	79	74	109	77	127	97	52	51
PH02Gene25623	157	449	208	348	163	133	239	201	237	324	145	187
PH02Gene25624	88	232	122	176	79	67	161	108	130	176	89	125
PH02Gene25625	19	22	7	31	19	7	136	86	124	565	239	330
PH02Gene25626	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25627	3	14	2	8	1	1	2	2	6	7	5	5
PH02Gene25628	0	0	0	0	0	0	2	1	2	0	0	0
PH02Gene25629	0	0	0	0	0	0	0	1	0	0	0	0
PH02Gene25630	3	8	7	17	7	5	7	9	4	18	25	18
PH02Gene25631	0	1	0	0	0	0	0	0	0	0	0	0
PH02Gene25632	267	738	389	617	302	259	287	213	295	441	126	204
PH02Gene25634	6	32	9	30	12	11	17	18	8	20	9	20
PH02Gene25635	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25636	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25637	365	980	445	868	491	374	510	350	460	602	282	359
PH02Gene25638	232	690	312	383	212	180	174	114	174	159	62	82
PH02Gene25639	569	1383	832	1040	608	509	622	359	572	661	332	413
PH02Gene25640	64	172	78	119	67	60	57	62	69	66	18	28
PH02Gene25641	34	89	37	81	44	28	46	29	45	68	31	35
PH02Gene25642	12	48	26	15	4	12	7	8	13	16	7	6
PH02Gene25643	131	305	141	294	161	130	219	178	195	318	164	196
PH02Gene25644	130	392	195	283	176	124	227	142	185	259	109	164
PH02Gene25645	30	64	32	55	36	23	28	16	26	29	23	19
PH02Gene25646	53	109	62	146	49	56	48	39	54	42	4	19
PH02Gene25647	690	1714	869	1459	810	635	1059	748	908	1034	463	635
PH02Gene25648	851	2296	1140	2192	1151	925	1753	1320	1543	3087	1368	1772
PH02Gene25649	220	613	319	466	279	174	392	230	348	345	144	203
PH02Gene25650	331	842	446	537	297	252	366	243	327	294	122	173
PH02Gene25651	1	7	1	2	0	3	1	0	2	0	0	0
PH02Gene25652	0	3	0	0	0	0	0	3	2	0	0	0
PH02Gene25653	48	140	70	105	50	46	51	38	51	37	7	22
PH02Gene25654	0	0	0	0	0	0	0	0	0	1	0	0
PH02Gene25655	523	1427	757	1421	801	565	1330	941	1099	1701	755	1068
PH02Gene25656	1357	3890	1834	4080	2116	1774	2377	1794	2187	2603	1153	1356
PH02Gene25657	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25658	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25659	25	136	62	167	85	70	64	26	44	45	38	15
PH02Gene25660	180	490	249	482	217	165	269	183	267	213	92	128
PH02Gene25661	40	94	57	135	64	45	57	26	64	93	36	42
PH02Gene25662	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25663	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25664	237	551	267	992	511	372	1191	788	978	1569	703	851
PH02Gene25665	83	259	120	300	140	121	133	105	142	119	47	58
PH02Gene25666	16	77	26	64	60	26	39	35	40	35	11	10
PH02Gene25667	24	53	24	38	28	23	62	41	53	38	15	22
PH02Gene25668	367	875	437	805	404	333	522	401	486	400	157	209
PH02Gene25669	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25670	1338	3584	1720	3494	1851	1477	2203	1609	1923	2740	1126	1518
PH02Gene25671	0	0	0	0	0	0	0	0	0	3	0	0
PH02Gene25672	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25673	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25674	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25675	635	1705	827	1671	931	742	2108	1590	1889	2343	951	1265
PH02Gene25676	12	20	10	13	10	6	5	8	5	8	1	1
PH02Gene25677	1111	2862	1468	3434	1858	1464	3060	2084	2600	6021	2774	3466
PH02Gene25678	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25679	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25680	640	1819	912	1503	797	644	750	514	653	711	296	405
PH02Gene25681	7	26	14	37	10	14	65	45	68	211	93	94
PH02Gene25682	76	183	97	231	134	114	133	79	123	235	116	143
PH02Gene25683	0	0	1	1	0	2	2	0	1	10	2	3
PH02Gene25684	0	10	0	7	12	3	3	6	3	0	0	0
PH02Gene25685	0	1	2	44	16	17	31	13	20	14	2	7
PH02Gene25686	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25687	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25688	25	28	25	22	9	14	9	6	6	65	32	34
PH02Gene25689	55	166	57	142	80	59	82	46	79	88	34	56
PH02Gene25690	207	614	333	415	263	200	227	189	205	139	51	69
PH02Gene25691	76	201	114	207	121	68	87	66	78	104	38	75
PH02Gene25692	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25693	0	0	0	3	4	5	75	80	90	17	9	14
PH02Gene25694	470	1258	584	1137	628	453	739	526	672	1242	572	685
PH02Gene25695	0	0	0	1	3	1	2	1	10	7	1	1
PH02Gene25696	0	0	0	0	0	0	1	0	1	24	17	13
PH02Gene25697	138	417	219	438	264	214	303	251	256	316	188	202
PH02Gene25698	1	3	3	0	5	1	7	4	6	0	0	0
PH02Gene25699	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25700	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25701	0	0	0	0	0	0	2	0	0	0	0	0
PH02Gene25702	424	1044	517	1008	513	396	490	370	452	452	185	238
PH02Gene25703	166	487	220	415	240	174	332	263	292	415	144	227
PH02Gene25704	2	7	2	8	2	2	3	2	0	1	1	1
PH02Gene25705	374	1023	553	932	456	426	464	398	451	708	325	347
PH02Gene25706	11	66	26	48	23	11	11	13	13	23	10	4
PH02Gene25707	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25708	1826	5000	2475	3946	1987	1620	3439	2615	3089	3354	1485	1826
PH02Gene25709	489	1224	677	1241	678	513	1261	873	1127	1797	760	922
PH02Gene25710	1	0	0	2	0	1	2	0	4	1	0	0
PH02Gene25711	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25712	3	1	0	1	0	3	0	0	2	328	143	188
PH02Gene25713	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25714	2	10	4	7	2	8	2	0	0	0	0	5
PH02Gene25715	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25716	178	424	249	406	228	184	392	290	366	605	253	302
PH02Gene25717	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25718	48	88	62	157	87	54	303	203	224	238	123	122
PH02Gene25719	7	20	9	18	13	10	6	4	5	51	20	36
PH02Gene25720	121	392	226	413	218	170	291	203	205	382	149	226
PH02Gene25721	357	954	488	631	377	268	929	611	744	850	383	482
PH02Gene25722	292	897	423	832	407	302	659	408	543	730	283	413
PH02Gene25723	96	228	137	171	90	93	53	30	40	32	9	26
PH02Gene25724	472	1206	661	1268	651	595	883	653	735	1291	593	711
PH02Gene25725	213	509	276	572	304	273	550	371	441	567	218	320
PH02Gene25726	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25727	102	176	100	184	97	81	46	52	46	220	97	127
PH02Gene25728	1794	4864	2389	3636	2024	1575	1305	912	1099	619	302	404
PH02Gene25729	407	1155	582	1042	617	447	903	653	822	1059	488	589
PH02Gene25730	93	260	133	166	102	62	70	56	47	28	14	22
PH02Gene25731	1218	3286	1531	2821	1433	1312	2221	1548	1968	2056	1029	1307
PH02Gene25732	382	1018	491	685	371	279	320	235	311	184	94	115
PH02Gene25733	2	1	0	0	0	0	3	0	2	3	1	1
PH02Gene25734	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25735	0	1	1	2	0	0	0	0	0	0	0	0
PH02Gene25736	207	532	283	465	226	213	396	302	380	534	217	287
PH02Gene25737	192	562	223	294	188	125	258	171	210	195	90	119
PH02Gene25738	672	1754	896	1409	700	608	1129	797	963	1302	547	725
PH02Gene25739	732	1787	900	1523	762	568	1029	728	904	1171	501	641
PH02Gene25740	213	640	321	469	242	213	275	175	216	122	63	60
PH02Gene25741	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25742	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25743	0	0	0	0	0	0	0	0	1	0	0	0
PH02Gene25744	650	1895	968	1420	726	624	936	671	809	971	444	635
PH02Gene25745	180	477	245	402	206	161	205	202	211	139	51	71
PH02Gene25746	6	26	17	30	23	10	83	41	41	263	112	171
PH02Gene25747	2	1	0	3	1	3	3	3	6	84	22	35
PH02Gene25748	97	333	131	373	165	125	346	261	319	695	311	390
PH02Gene25749	296	757	382	876	451	400	971	648	857	3202	1354	1817
PH02Gene25750	1027	2882	1329	2313	1285	975	2679	1949	2410	3623	1582	1902
PH02Gene25751	0	0	0	0	0	0	0	0	0	2	1	3
PH02Gene25752	86	241	115	171	85	74	105	62	107	67	39	36
PH02Gene25753	626	1518	801	1575	810	627	1472	1060	1348	1743	742	936
PH02Gene25754	0	0	0	11	2	0	1	4	5	6	2	4
PH02Gene25755	19	53	29	37	23	25	24	14	16	62	11	38
PH02Gene25756	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25757	2001	5217	2590	4644	2616	1923	4151	2887	3700	5609	2529	3250
PH02Gene25758	104	371	177	348	164	153	181	181	210	319	113	224
PH02Gene25759	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25760	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25761	231	787	312	702	397	323	383	219	335	382	152	185
PH02Gene25762	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25763	333	936	458	971	580	392	1069	697	857	2394	980	1304
PH02Gene25764	218	525	234	402	222	169	298	229	279	232	103	129
PH02Gene25765	67	205	88	202	87	66	82	47	82	85	35	54
PH02Gene25766	201	460	219	416	241	186	197	138	162	187	95	100
PH02Gene25767	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25768	245	575	294	668	364	264	494	300	389	755	328	488
PH02Gene25769	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25770	70	221	76	211	120	91	441	295	355	503	230	282
PH02Gene25771	0	0	0	0	0	0	0	0	0	0	0	0
